unit_id,connection_type,technology,tier,rsp,state_or_territory,geography,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
135073792,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,1c:6xxxxxx,106.02,77.9,107.31,105.69,91.34,107.01,18.91,16.29,19.07,18.94,18.41,19,7.65,7.44,8.47,7.68,7.46,7.95,0
1028864,NBN,Fibre to the Node,50/20 Mbps,TPG,TAS,Minor Rural,FALSE,FALSE,e0:bxxxxxx,52.21,37.39,53.83,51.87,40.27,53.76,18.39,17.13,18.69,18.29,17.63,18.57,23.92,22.84,28.42,23.91,22.84,27.81,0
1188353,NBN,Hybrid Fibre Coaxial,25/5 Mbps,TPG,VIC,Urban,FALSE,FALSE,34:exxxxxx,26.33,19.26,26.55,26.09,19.26,26.52,4.66,4.34,4.8,4.64,4.34,4.78,8.81,8.39,23.24,9.36,8.43,17.91,0.35
81801473,NBN,Fibre to the Premises,50/20 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,a8:5xxxxxx,53.51,40.94,54.17,53.11,41.75,54.17,18.83,17.12,18.91,18.83,18.56,18.88,4.65,3.63,11.38,4.76,4.53,6.79,0
5071873,NBN,Fibre to the Node,50/20 Mbps,Exetel,VIC,Urban,FALSE,FALSE,28:dxxxxxx,54.01,40.34,54.49,53.35,40.34,54.42,18.84,18.27,18.99,18.84,18.75,18.99,8.26,5.11,8.95,8.35,7.08,8.95,0
23244545,NBN,Fibre to the Premises,100/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,7c:1xxxxxx,108.59,61.27,110.24,106.74,61.27,109.31,18.94,18.59,19.01,18.94,18.59,19,3.57,2.87,6.96,3.66,2.87,6.96,0
2211073,NBN,Fibre to the Premises,400/50 Mbps,Launtel,TAS,Urban,FALSE,FALSE,f6:9xxxxxx,424.26,41.84,429.06,413.37,41.84,427.64,45.78,45.43,46.57,45.79,45.53,45.97,12.59,11.29,32.7,12.72,11.51,14.8,0
116906753,NBN,Hybrid Fibre Coaxial,250/25 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,1c:6xxxxxx,264.93,116.72,267.09,265.34,248.65,266.59,23.42,20.5,23.57,23.46,23.23,23.53,8.03,7.79,11.44,8.04,7.79,8.96,0.77
2219265,NBN,Fibre to the Node,50/20 Mbps,Optus,TAS,Minor Rural,TRUE,FALSE,10:1xxxxxx,37.84,23.42,38.06,37.69,30.16,38.02,10.1,9.46,10.53,10.07,9.52,10.48,22.57,18.8,26.45,22.57,22.24,23.56,0.03
83176197,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,6a:dxxxxxx,914.07,537.72,936.41,898.11,537.72,936.07,47.16,45.4,47.49,47.14,45.4,47.49,1.79,1.65,1.91,1.75,1.65,1.86,0
45564677,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,d8:dxxxxxx,108.94,99.37,109.73,108.98,103.55,109.73,18.86,17.86,19.11,18.9,18.69,19.1,10.42,9.99,51.4,10.33,9.99,10.76,0
133117190,NBN,Fibre to the Premises,100/20 Mbps,Dodo & iPrimus,NT + SA,Urban,FALSE,FALSE,f0:axxxxxx,105.63,72.72,108.65,105.11,95.23,107.46,18.7,17.55,18.88,18.64,17.55,18.87,15.04,11.37,16.86,15.08,11.39,16.25,1.03
2219271,NBN,Fibre to the Premises,50/20 Mbps,Superloop,NT + SA,Urban,FALSE,FALSE,e0:bxxxxxx,54.26,47.12,54.92,54.08,47.12,54.76,18.95,15.79,19.14,18.95,18.7,19.05,10.72,10.58,20.06,10.95,10.58,20.06,0
106456073,NBN,Fibre to the Node,50/20 Mbps,Exetel,NT + SA,Urban,FALSE,FALSE,90:0xxxxxx,53.47,30.41,54.49,52.86,30.41,54.49,18.81,18.18,19.09,18.79,18.18,18.9,18.1,17.4,19.02,18.13,17.43,18.43,0
106456329,NBN,Fibre to the Premises,100/40 Mbps,Superloop,VIC,Urban,FALSE,FALSE,88:dxxxxxx,108.57,96,109.47,108.38,97.13,109.47,37.93,36.73,38.17,37.92,37.31,37.98,2.21,2.11,4.33,2.22,2.12,3.22,0
118146316,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,9c:axxxxxx,916.11,732.9,922.98,907.5,732.9,922.74,45.76,36.66,46.19,45.81,45.5,46.11,8.52,7.74,9.93,8.75,8.09,9.45,0
118146317,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,9c:axxxxxx,931.89,668.08,934.93,926.04,668.08,934.7,47.36,46.24,47.48,47.26,46.41,47.43,2.23,2.02,3.04,2.19,2.02,2.32,0.03
128793614,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,60:2xxxxxx,921.54,844.7,931.94,917.18,853.01,930.94,47.39,45.37,47.47,47.29,45.37,47.46,2.04,1.86,2.58,2,1.86,2.17,0
128793617,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Leaptel,VIC,Major Rural,FALSE,FALSE,24:2xxxxxx,925.59,595.34,934.73,918.33,618.99,934.61,47.23,40.88,47.5,47.23,45.9,47.46,5.61,5.5,5.76,5.59,5.5,5.67,0.19
118146321,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Leaptel,NT + SA,Urban,FALSE,FALSE,40:exxxxxx,102.09,75.05,104.13,101.87,85.85,103.94,18.82,18.23,18.9,18.81,18.23,18.9,16.33,16.02,17.93,16.36,16.04,17.66,0
1028882,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Remote,FALSE,FALSE,00:exxxxxx,69.01,1.3,92.75,68.09,1.3,91.92,5.19,2.29,16.12,4.58,2.29,11.3,34.56,18.32,415.75,37.26,31.38,173.67,0.13
1188371,NBN,Fibre to the Premises,50/20 Mbps,Vodafone,VIC,Urban,FALSE,FALSE,20:bxxxxxx,53.64,34.64,54.1,53.26,34.64,54.08,18.68,18.24,19.26,18.7,18.53,19.26,2.23,2.17,4,2.2,2.17,2.27,0
1188373,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 50/10,,VIC,Remote,FALSE,FALSE,40:axxxxxx,68.32,44.8,70.77,67.1,55.12,70.2,9.62,9.26,9.76,9.61,9.26,9.73,32.88,29.76,45.33,32.77,29.76,34.15,0
81885717,Non-NBN fixed line services,Fibre to the Premises,50/20 Mbps,,VIC,,FALSE,FALSE,e8:9xxxxxx,55.07,41.03,56.4,54.79,46.67,56.25,18.24,16.98,18.34,18.24,18.05,18.34,4.49,4.09,11.05,4.52,4.09,8.25,0.03
6986261,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,7c:5xxxxxx,53.83,38.65,54.22,53.8,49.58,54.06,18.96,18.52,19.01,18.95,18.73,19,7.84,7.73,7.96,7.81,7.75,7.91,0
1029397,NBN,Fibre to the Premises,100/20 Mbps,Telstra,TAS,Urban,FALSE,FALSE,d4:3xxxxxx,109.09,102.95,110.44,108.91,102.95,109.26,18.94,5.87,19.28,18.82,11.61,19.17,13.28,12.53,15.03,13.24,12.85,13.95,0
119287832,NBN,Fibre to the Premises,50/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,5c:axxxxxx,53.12,40.54,53.65,52.91,44.19,53.5,18.92,18.4,19.02,18.94,18.44,18.99,1.97,1.76,2.57,1.93,1.76,2.14,0
4329497,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,34:9xxxxxx,931.57,839.16,936.63,930.72,878.37,936.1,47.41,47.08,47.59,47.4,47.21,47.47,2.28,2.2,2.7,2.26,2.21,2.43,0
2975257,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Other RSPs,TAS,Major Rural,FALSE,FALSE,34:6xxxxxx,914.82,697.64,935.94,911.33,811.26,931.17,46.95,42.65,47.24,46.95,44.22,47.18,17.23,17.1,17.42,17.22,17.15,17.33,0.23
48464409,NBN,Hybrid Fibre Coaxial,250/25 Mbps,Superloop,VIC,Urban,FALSE,FALSE,d8:exxxxxx,271.49,237.96,272.05,271.74,268.88,271.99,23.7,23.58,23.77,23.71,23.58,23.77,7.38,7.26,7.74,7.46,7.32,7.74,0
95590425,NBN,Fibre to the Premises,100/40 Mbps,Telstra,VIC,Urban,FALSE,FALSE,b0:5xxxxxx,108.87,86.42,110.69,108.26,86.42,110.25,37.95,37.79,38.12,37.95,37.87,38,2.76,2.66,3.49,2.76,2.66,3.49,0
96729369,NBN fixed wireless,Fixed Wireless,25/5 Mbps,,NT + SA,Remote,FALSE,FALSE,a4:2xxxxxx,25.71,12.43,27.6,24.49,12.43,27.27,3.88,1.45,4.79,3.43,2.02,4.73,44.15,42.41,64.72,44.81,43.38,57.11,0
119287834,NBN,Fibre to the Node,100/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,a4:9xxxxxx,97.69,76.73,98.17,97.36,85.99,98.17,17.7,17.35,17.9,17.72,17.55,17.84,8.89,8.6,9.43,8.84,8.62,9.33,0
134710042,NBN,Hybrid Fibre Coaxial,250/25 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,c8:7xxxxxx,265.35,249.31,266.61,264.41,252.71,266.59,23.79,23,23.88,23.77,23.56,23.88,8.53,8.1,9.62,8.54,8.11,9.62,0
134710043,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Leaptel,TAS,Urban,FALSE,FALSE,a8:4xxxxxx,927.32,833.27,929.38,925.5,833.27,929.02,47.12,46.78,47.41,47.13,46.95,47.22,11.69,11.54,12.65,11.66,11.56,11.94,0
2535451,NBN,Fibre to the Premises,250/100 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,00:1xxxxxx,271.38,245.4,271.97,270.58,263.41,271.95,94.77,92.47,94.9,94.61,92.47,94.9,2.3,2.2,2.38,2.27,2.2,2.35,0.12
1188381,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Urban,FALSE,FALSE,bc:3xxxxxx,97.52,12.84,145.54,69.39,12.84,141.64,6.84,0.7,18.51,4.68,0.87,13.39,41.02,38.7,46.34,41.59,38.93,45.21,0.04
50570781,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Aussie Broadband,NT + SA,Urban,FALSE,FALSE,f0:2xxxxxx,910.23,695.03,941.5,900.57,768.09,941.48,47.12,39.98,47.54,46.75,39.98,47.47,17.52,17.13,41.24,17.68,17.13,18.93,0
81801505,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,84:dxxxxxx,906.75,695.31,936.32,902.58,739.24,934.91,47.37,46.23,47.47,47.37,47.21,47.45,2.86,2.5,6.59,2.86,2.53,3.66,0.03
6986529,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,90:9xxxxxx,925.53,817.27,936.16,924.95,864.43,935.35,47.12,44.15,47.97,46.88,44.15,47.97,7.92,7.59,8.89,7.9,7.59,8.73,0.1
1188387,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,60:3xxxxxx,108,79.71,109.41,107.67,99.73,109.41,37.89,36.85,38.55,37.83,37.43,38.28,7.84,7.54,8.87,7.89,7.67,8.87,0.1
109931555,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Major Rural,FALSE,FALSE,a0:bxxxxxx,87.85,52.01,96.39,87.66,68.73,93.63,18.77,10.1,21.78,17.98,13.68,20.8,36.79,34.16,45.15,36.72,35.21,38.12,0
106453541,NBN,Fibre to the Premises,100/20 Mbps,Exetel,NT + SA,Urban,FALSE,FALSE,fc:3xxxxxx,107.08,86.51,108.68,106.03,86.51,108.68,18.89,17.22,19,18.86,18.12,19,11.13,10.67,12.88,11.23,10.69,12.88,0
2219301,NBN,Fibre to the Curb,100/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,10:0xxxxxx,108.31,80.98,110.1,107.94,98.23,109.99,18.62,17.86,18.91,18.63,17.98,18.83,7.15,6.03,11.87,7.15,6.23,7.45,0
1188391,NBN,Fibre to the Node,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,d4:3xxxxxx,94.07,71.02,94.93,93.77,71.02,94.36,18.98,15.76,19.43,18.79,15.76,19.43,11.06,9.14,12.42,10.95,9.14,11.67,0
1188393,NBN,Fibre to the Premises,250/25 Mbps,Telstra,VIC,Major Rural,FALSE,FALSE,d4:9xxxxxx,271.25,258.46,272.76,270.63,258.46,272.73,23.73,22.03,24.21,23.68,23.07,23.99,6.55,5.72,13.73,6.66,5.73,13.73,0.03
119287849,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Launtel,VIC,Urban,FALSE,FALSE,d4:5xxxxxx,900.01,375.3,923.32,884.88,375.3,922.31,45.96,45.59,46.16,45.97,45.83,46.16,3.91,3.86,4,3.89,3.86,3.95,0
2219305,NBN,Fibre to the Premises,25/10 Mbps,Other RSPs,TAS,Urban,FALSE,FALSE,d4:3xxxxxx,27.22,17.15,27.42,27.23,26.11,27.42,9.47,9.25,9.52,9.46,9.4,9.5,13.74,13.59,22.68,13.91,13.65,22.68,0.05
119832362,NBN,Fibre to the Premises,100/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,d4:3xxxxxx,108.45,92.42,109.36,107.65,92.42,109.34,18.92,17.32,19.04,18.92,18.77,19.01,2.34,2.21,2.65,2.31,2.21,2.65,0
1188395,NBN,Hybrid Fibre Coaxial,25/5 Mbps,TPG,VIC,Urban,FALSE,FALSE,34:exxxxxx,23.21,17.62,23.45,23.2,19.82,23.45,4.67,4.47,4.84,4.68,4.59,4.84,9.01,8.78,11.45,9.04,8.79,10.99,0
1027884,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,26:5xxxxxx,108.52,97.41,110.41,108.32,97.41,109.4,18.96,17.85,19.01,18.93,17.85,19.01,4.29,4.21,10.43,4.34,4.22,10.43,0.03
56963117,NBN,Fibre to the Premises,250/25 Mbps,Dodo & iPrimus,NT + SA,Urban,FALSE,FALSE,40:exxxxxx,262.07,153.73,267.47,261.6,209.65,266.99,23.61,21.5,23.73,23.64,23.27,23.71,14.3,13.12,24.09,14.1,13.22,16.23,0.03
106454829,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Exetel,VIC,Urban,FALSE,FALSE,c4:2xxxxxx,107.97,54.4,109.01,107.66,92.23,108.88,18.82,17.79,18.93,18.79,17.79,18.92,10.78,10.6,12.04,10.81,10.68,12.04,0
54369069,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 50/10,,VIC,Remote,FALSE,FALSE,a4:9xxxxxx,34.99,6.01,55.03,27.82,6.01,53.1,7.08,3.39,8.08,6.66,4.72,7.76,41.03,32.88,114.82,52.01,37.75,114.82,0.29
1029421,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,VIC,Major Rural,FALSE,FALSE,50:6xxxxxx,53.61,39.15,54.02,53.47,39.15,53.94,18.84,17.97,19.1,18.84,18.78,19.09,13.51,10.45,14.57,13.63,11.29,14.39,0
2219309,NBN,Fibre to the Premises,100/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,b8:6xxxxxx,105.92,83.79,109.25,105.03,83.79,106.87,18.96,17.97,19.04,18.96,18.82,18.99,4.68,4.48,6.34,4.65,4.5,5.13,0.16
108352047,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Exetel,NT + SA,Urban,FALSE,FALSE,c4:2xxxxxx,105.06,37.66,108.94,105.8,92.27,108.82,18.81,17.99,18.92,18.77,17.99,18.92,18.48,17.74,19.95,18.57,17.89,19.41,0.1
112175664,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,FALSE,a0:8xxxxxx,936.43,909.13,937.92,935.16,909.13,937.72,47.36,46.04,47.57,47.32,46.55,47.48,1.26,1.2,1.44,1.24,1.2,1.34,0
47354929,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,28:bxxxxxx,100.95,61.55,107.2,99.77,76.05,106.86,18.68,15.55,19.07,18.78,16.98,19,10.62,10.48,15.14,10.7,10.48,15.14,0
50570801,NBN,Hybrid Fibre Coaxial,25/10 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,58:1xxxxxx,26.3,19.1,26.56,26.15,19.1,26.48,9.4,8.05,9.47,9.33,8.05,9.46,8.82,8.48,9.89,8.86,8.56,9.89,0
1029427,NBN,Fibre to the Premises,100/20 Mbps,TPG,TAS,Urban,FALSE,FALSE,20:2xxxxxx,106.59,75.2,107.6,105.57,75.2,107.56,18.87,17.19,19.12,18.82,17.19,18.88,13.83,13.69,15.82,13.84,13.7,15.82,0.1
2211123,NBN,Fibre to the Premises,100/40 Mbps,Launtel,NT + SA,Urban,FALSE,FALSE,9e:0xxxxxx,104.39,32.27,105.95,103.09,90.45,105.9,36.61,34.47,36.81,36.66,36.53,36.74,12.66,12.54,31.81,12.67,12.57,13.48,0
126632756,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Minor Rural,FALSE,FALSE,18:fxxxxxx,104.48,9.2,116.43,99.6,9.2,116.43,7.9,0.49,18.24,6.66,0.49,12.34,32.2,26.11,250.42,31.73,28.88,35.3,0
101188661,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,d4:3xxxxxx,107.35,18.14,109.56,106.34,87.33,109.3,18.64,4.83,19.04,18.7,18.26,18.97,8.38,7.97,37.96,8.77,8.13,13.04,0.03
3881013,NBN,Fibre to the Premises,100/20 Mbps,Dodo & iPrimus,TAS,Urban,FALSE,FALSE,b8:0xxxxxx,98.3,30.66,106.57,100.5,30.66,106.55,17.94,11.95,18.87,18.21,13.83,18.86,13.61,11.1,30.62,13.08,11.11,28.77,0.29
5071925,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Leaptel,VIC,Urban,FALSE,FALSE,68:dxxxxxx,52.33,19.51,53.27,51.27,19.51,53.23,18.28,9.92,18.5,18.26,16.75,18.5,8.25,7.86,12.53,8.34,7.86,12.26,0
106456117,NBN,Fibre to the Premises,100/20 Mbps,Exetel,VIC,Urban,FALSE,FALSE,bc:0xxxxxx,108.66,102.26,108.88,108.44,102.26,108.85,18.85,18.62,18.9,18.84,18.62,18.9,2.95,2.89,3.02,2.92,2.89,2.99,0
81885749,Non-NBN fixed line services,Fibre to the Premises,50/20 Mbps,,VIC,,FALSE,FALSE,60:axxxxxx,48.4,23.91,53.47,48.18,36.16,49.17,9.74,6.3,10.09,9.73,9.52,9.88,4.94,4.61,8.16,5.07,4.62,8.16,0
34243381,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Vodafone,VIC,Urban,FALSE,FALSE,a4:9xxxxxx,52.47,31.81,54.06,51.47,31.81,53.93,18.71,17.89,19.55,18.67,18.26,19.23,8.37,8.1,12.75,8.61,8.14,12.75,0.48
50570805,NBN,Fibre to the Node,25/10 Mbps,Other RSPs,TAS,Urban,FALSE,FALSE,5c:bxxxxxx,27.32,25.9,27.6,27.3,25.9,27.6,9.2,9.04,9.54,9.21,9.05,9.52,25.47,21.47,28.6,25.47,23.51,26.49,0.03
101188665,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Launtel,NT + SA,Urban,FALSE,FALSE,72:axxxxxx,900.85,500.7,924.5,894.02,707.39,923.65,43.79,3.17,46.48,43.18,28.16,46.34,19.47,18.55,501.16,19.7,18.7,23.84,1.19
61545017,NBN,Fibre to the Premises,250/25 Mbps,Launtel,TAS,Urban,FALSE,FALSE,00:1xxxxxx,262.27,33,266.79,261.86,214.6,265.7,22.93,22.66,23.16,22.91,22.7,23.16,9.3,9.14,11.31,9.33,9.14,10.17,0.03
48464441,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,a8:4xxxxxx,105.14,70.41,109.51,105.28,71.47,108.77,18.83,16.41,19.06,18.79,17.41,18.99,4.81,3.94,9.46,4.98,4.33,6.47,0.05
54368825,NBN,Fibre to the Premises,100/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,10:dxxxxxx,108.66,78.63,110.02,108.14,93.44,110.02,18.62,17.07,19.46,18.67,18.52,19.01,6.88,3.88,25.32,8.83,4.03,25.09,0
1029433,NBN,Fibre to the Node,50/20 Mbps,iiNet,VIC,Urban,FALSE,FALSE,9c:5xxxxxx,52.11,31.13,54.04,51.79,32.37,53.89,18.91,17.79,19.04,18.88,18.28,19.04,9.47,8.71,11.3,9.48,8.74,10.6,0
2211129,NBN,Fibre to the Premises,250/25 Mbps,iiNet,VIC,Urban,FALSE,FALSE,38:1xxxxxx,268.96,251.61,270.53,268.75,251.61,270.3,23.59,22.63,23.7,23.57,22.89,23.7,18.27,18.13,19,18.34,18.13,18.94,0
57725753,Non-NBN fixed line services,Fibre to the Premises,50/20 Mbps,,VIC,,FALSE,FALSE,cc:fxxxxxx,49.7,20.91,55.76,48.65,34.44,55.75,17.52,12.1,18.61,18.17,16.45,18.47,3.23,3.15,5.09,3.21,3.15,3.78,0
1188411,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,Major Rural,FALSE,FALSE,10:1xxxxxx,45.41,36.12,46.36,44.23,37.11,46.33,19.06,18.6,19.31,19.04,18.66,19.3,23.9,20.9,26.37,23.88,20.9,25.89,0
1029435,NBN,Fibre to the Node,50/20 Mbps,iiNet,VIC,Urban,FALSE,FALSE,30:6xxxxxx,53.64,38.13,54.03,53.16,38.13,54.02,18.63,18.14,19,18.62,18.37,18.73,8.15,5.47,10.74,8.28,5.48,10.02,0
101188669,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Optus,NT + SA,Urban,FALSE,FALSE,34:5xxxxxx,54.17,33.74,54.91,53.49,33.74,54.65,18.6,17.85,19.32,18.57,18.07,19.14,19.12,17.28,42.69,19.12,18.41,21.07,0
55519293,NBN,Hybrid Fibre Coaxial,50/20 Mbps,iiNet,NT + SA,Urban,FALSE,FALSE,74:dxxxxxx,47.18,38.53,47.91,47.04,44.27,47.91,18.69,0.01,18.9,18.81,18.12,18.9,17.76,17.62,22.87,17.82,17.64,20.08,0
47354941,NBN,Fibre to the Premises,250/25 Mbps,Vodafone,NT + SA,Urban,FALSE,FALSE,d0:dxxxxxx,268.09,181.75,270.18,268.17,260.82,269.54,23.72,22.79,24.33,23.74,23.3,24.33,11.62,11.54,13.17,11.69,11.54,13.17,0
1027904,NBN,Fibre to the Premises,250/25 Mbps,iiNet,TAS,Major Rural,FALSE,FALSE,2c:3xxxxxx,268,241.24,271.34,267.24,241.24,271.25,23.82,23.67,23.88,23.82,23.67,23.88,14.08,13.95,14.21,14.05,13.95,14.12,0
49590593,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,08:cxxxxxx,104.1,48.87,109.27,100.24,67.07,109.27,18.46,14.09,19.03,18.23,16.21,19.02,11.67,10.13,25.43,11.28,10.24,14.11,0
102021953,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,NT + SA,Urban,FALSE,FALSE,0c:9xxxxxx,105.29,87.39,105.93,104.81,87.39,105.89,18.95,8.39,19.02,18.69,8.39,19.01,17.91,14.62,40.63,18.06,14.77,20.67,0
1188423,NBN,Fibre to the Premises,100/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,90:9xxxxxx,106.88,92.44,108.03,106.94,93.88,107.89,18.83,18.09,18.9,18.78,18.09,18.9,2.63,2.53,7.01,2.66,2.56,7.01,0
2219339,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Launtel,TAS,Urban,FALSE,FALSE,f0:2xxxxxx,787.54,25.3,924.3,697.91,31.52,922.09,45.87,45.37,46.17,45.87,45.51,46.14,9.85,9.76,10.98,9.88,9.78,10.47,0.03
31726925,NBN,Fibre to the Node,50/20 Mbps,Vodafone,NT + SA,Urban,FALSE,FALSE,f8:cxxxxxx,50.93,35.03,53.89,49.66,35.03,53.66,11.49,10,12.22,11.54,10.96,11.95,22.93,15.86,101.84,24.74,18.82,101.84,0
124438605,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,76:axxxxxx,929.66,838.58,936.59,928.44,855.57,936.53,46.92,44.85,47.35,46.83,44.85,47.33,2.2,1.93,2.45,2.18,1.93,2.45,0
1027918,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,d4:3xxxxxx,53.89,47.69,54.44,53.76,47.69,54.23,18.77,3.17,19.21,18.82,18.5,19.14,7.41,7.3,8.76,7.43,7.3,8.76,0.1
1027920,NBN fixed wireless,Fixed Wireless,25/5 Mbps,,VIC,Remote,FALSE,FALSE,d8:4xxxxxx,26.37,10.89,27.58,26.02,21.89,27.38,4.69,4.09,4.79,4.68,4.38,4.79,41.9,35.67,47.95,41.88,38.17,44.74,0
124438608,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Exetel,VIC,Urban,FALSE,FALSE,5c:exxxxxx,106.58,74.49,109.18,105.4,82.42,108.66,18.96,18.67,19.09,18.95,18.88,19.02,11.49,11.33,12.22,11.51,11.36,12.22,0.03
56963153,NBN,Hybrid Fibre Coaxial,250/25 Mbps,Superloop,VIC,Urban,FALSE,FALSE,20:6xxxxxx,215.97,105.37,219.56,213.88,105.37,219.37,17.99,6.61,19.04,17.61,8.41,19.02,8.82,6.49,47.18,8.76,6.49,9.79,0
6986577,NBN,Fibre to the Premises,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,08:cxxxxxx,108.49,57.14,110.63,108.63,91.6,110.52,18.97,17.68,19.22,18.99,18.93,19.21,3.71,3.58,4.54,3.71,3.58,4.09,0
128118098,NBN fixed wireless,Fixed Wireless,Fixed Wireless Plus 100/20,,VIC,Remote,FALSE,FALSE,90:9xxxxxx,51.61,5.85,108.09,37.98,5.85,86.18,1.62,0.7,2.74,1.39,0.7,2.17,38.31,33.8,103.16,40.55,35.49,103.16,0
126632533,NBN,Fibre to the Node,25/5 Mbps,Telstra,NT + SA,Urban,FALSE,FALSE,bc:3xxxxxx,26.46,16.1,27.48,25.45,16.1,27.36,4.69,4.12,4.83,4.65,4.35,4.78,16.08,15.22,21.93,16.38,15.22,21.93,0
57345113,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,Superloop,VIC,Urban,FALSE,TRUE,e4:5xxxxxx,80.81,57.38,91.72,78.65,58.54,90,47.08,42.11,47.91,46.71,43.93,47.46,5.51,4.06,35.18,5.3,4.56,7.16,0.07
48464473,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,90:exxxxxx,935.63,820.2,954.43,931.88,820.2,954.43,47.28,43.92,47.5,47.37,47.21,47.48,8.1,7.55,10.47,8.1,7.55,8.71,0.3
